Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
12/06/2023;0;1012,9;20,6;30,4;24,5;20,2;80,2;56;8,6;3,7
13/06/2023;0;1015,1;20,2;29,7;23,8;20;81,7;38;9,1;2,8
14/06/2023;0;1015,2;19,5;28,1;22,3;17,4;86,4;56;9,7;2,2
15/06/2023;0;1014,7;19,4;27,7;22,2;17,9;85,7;62;10,6;2,4
16/06/2023;0;1013,9;20,4;29,6;23,3;18,6;85,8;56;9,2;2,9
17/06/2023;0;1014;20,4;29;22,9;18,8;87,4;60;9,4;2,2
18/06/2023;16;1016,4;17,9;24,9;21,2;18,4;83;53;10;2,3
19/06/2023;0,2;1019,1;16,6;24,9;21,3;17,6;75,7;47;10,7;2,9
20/06/2023;0;1019,8;14,8;25,2;20,1;16,4;73,5;44;7,7;2,1
21/06/2023;0;1018,3;14,5;26,8;20;15,9;72,6;40;5,8;2,4
22/06/2023;0;1017,6;13,9;26,3;20,1;16;69,5;46;7,9;2,5
23/06/2023;0;1015,9;15,9;26,7;20,1;14,1;78;51;8,7;2,8
24/06/2023;0;1015,5;18,9;27,4;21,3;17,8;87,5;61;10,1;2,3
25/06/2023;0;1016,1;19,1;26,6;21,5;16,6;87,1;65;7,2;2,2
26/06/2023;0;1016,8;19,9;27,3;21,9;18,5;89,6;62;7,2;1,8
27/06/2023;0;1016,5;18,3;27,9;21,5;16,3;84,2;56;9,7;2,6
28/06/2023;0;1016,1;17,9;28,8;21,7;16,9;81,3;46;8,2;2,6
29/06/2023;0;1016,3;17;28,8;20,9;14,8;81,2;46;5,1;1,5
30/06/2023;0;1018,6;19;25,6;21,5;18,9;86,4;66;7,8;2,3
01/07/2023;9,8;1017,1;18,2;26,1;20,8;18,1;87;55;5,1;1,8
02/07/2023;0;1013,2;16,9;26,7;20,1;15,1;83,7;56;6,8;1,7
03/07/2023;0,2;1016,4;14;23,3;19,9;17;69,6;51;13,2;4
04/07/2023;0,2;1019,7;14,8;22,5;17,8;16;82,6;64;7,8;2,1
05/07/2023;0,6;1020,3;15,2;24,3;18,8;16;81,3;54;8,9;2,1
06/07/2023;0;1017,6;15,4;25,3;19,7;15,8;77,5;49;8,5;2,4
07/07/2023;0;1014,6;16,1;28,1;20,5;15,3;78,7;44;9,7;2,9
08/07/2023;0;1012,1;15,6;29,6;21,4;14,4;72,8;39;9,7;3,1
09/07/2023;0;1012,3;16,8;27,6;21,9;17,1;74,1;52;12;2,8
10/07/2023;0;1014,9;19,2;27,4;22,1;18,4;85;61;7,3;1,7
11/07/2023;0;1011,8;19,6;29,6;22,7;16,9;84,8;45;6,8;1,7
12/07/2023;0;1009,4;20,5;28,6;23,3;18,3;85,4;63;8,8;2,8
13/07/2023;0;1006,3;18,1;32,6;25,2;20,4;68;36;12,2;5,2
14/07/2023;0;1010,3;16,9;27,6;22,4;19,6;71,9;51;12;4
15/07/2023;0;1016,8;13,9;23,4;20,2;18,2;67,1;56;9,6;2,6
16/07/2023;0;1015,4;15,5;27,6;21,2;15,7;71,6;50;12,3;3,7
17/07/2023;0;1014,2;17,9;30,8;22;15,8;80,1;49;6,9;1,6
18/07/2023;0;1015,9;19,4;30,6;23;17,1;82,6;52;11,5;2,2
19/07/2023;0;1020,5;20,4;26,3;22,9;20,7;86,5;70;11,5;2,6
20/07/2023;31,6;1023,7;19,8;24,4;21,2;20;92,4;67;10,3;2,2
21/07/2023;18;1023,9;17,4;24,5;19,9;18,2;87,2;57;5,4;1,9
22/07/2023;1;1022,2;17,6;24,9;19,6;16;89,2;64;6,5;2
23/07/2023;39;1021,5;20;24,5;20,9;19,4;95,1;73;6,5;1,6
24/07/2023;7,8;1020,1;18,1;26,7;20,8;17;86,4;52;5;1,6
25/07/2023;0;1017,1;19,2;25,9;21,1;17,4;90;66;7,7;2,2
26/07/2023;19;1016,6;19,4;25,8;22;20;86,7;63;10,3;2,4
27/07/2023;0;1017,3;18,4;27,4;21,8;18,2;83;56;12;2,8
28/07/2023;0;1017,3;18,1;27,8;21,7;17,2;81,1;54;10,8;3,2
29/07/2023;0;1016;18,6;26;21,3;16,3;85,3;61;12,1;3,4
30/07/2023;6,2;1020,4;18;21,6;19,1;18,1;93,9;71;9,4;2,3
31/07/2023;2,8;1020,2;17,7;24,4;20,1;17;87,3;64;5,7;1,7
01/08/2023;0;1019,3;17,9;24,9;20,1;16,5;88,2;68;5,3;1,3
02/08/2023;0;1018,5;17,6;26,8;21,1;17,9;82,5;50;7,1;1,7
03/08/2023;0;1014,7;16,9;28,1;20,2;13,9;84;46;7,3;1,9
04/08/2023;0;1014,6;17,5;25,8;20,3;15,4;86;57;10;2,3
05/08/2023;0;1016;17,6;28,4;20,9;15,1;83,8;50;7,7;1,9
06/08/2023;0,2;1018,1;17,3;27,6;21,3;16,2;80;50;12,2;3,1
07/08/2023;0;1016,7;17,7;30,4;22,2;15,4;77,6;39;12,8;4,1
08/08/2023;0;1016,5;18,4;26,6;21,6;15;83,5;54;14,6;3,7
09/08/2023;18;1019,1;20,2;25,5;22,6;20,4;86,6;71;10;2,4
10/08/2023;0,2;1017,3;19,5;27,2;22,9;20,4;82;59;11,4;2,7
11/08/2023;0;1015,2;18,7;28,7;22,8;17,8;79,8;51;11,4;4
12/08/2023;0;1013,8;18,7;29,4;23,6;19,3;75,6;50;13,1;4,7
13/08/2023;0;1015,2;19,5;28,6;22,9;19,6;82,3;57;8,2;2,1
14/08/2023;0;1016,7;20,6;24,6;21,6;19,6;93,9;75;5,9;1,6
15/08/2023;12;1017,1;20,5;28,2;22,6;20,6;89,1;59;6,9;1,5
16/08/2023;0,2;1018,3;19,8;26,8;22,7;20,3;84,3;65;9,1;1,5
17/08/2023;0;1016,7;18,2;27,1;21,5;18,4;82,6;56;8,6;2,1
18/08/2023;0;1011,7;18;29,2;22,7;16;76,7;47;12,1;4,4
19/08/2023;0;1007,7;18,1;30,8;24,7;19,7;68,3;48;12,8;5,4
20/08/2023;0;1008,9;20,7;27,6;23,9;21,6;82,8;65;9,7;2,2
21/08/2023;6,2;1009,2;20,7;28;22,2;19,5;92,3;66;7,8;3,1
22/08/2023;1;1009;20,6;29,1;23,6;18,5;85;58;7,9;1,9
23/08/2023;0;1007,6;21,7;32,6;25,3;20,3;82,5;49;10;3,5
24/08/2023;0;1006,1;22;33,7;26,4;21,9;79;49;10,6;4,8
25/08/2023;0;1005,2;22,3;29,4;25,1;21,5;85,7;63;8,9;2,2
26/08/2023;0;1008;21,2;25,5;22,3;21,7;94,2;72;13,5;3,4
27/08/2023;20,2;1014,5;18,7;20;18,7;18,1;100;100;8,9;1,8
28/08/2023;76;1016;18,9;21,3;18,9;17,7;100;91;6,5;1,3
29/08/2023;36,8;1015,3;20,5;25,7;21,5;18,8;95;75;5,1;1,4
30/08/2023;1,6;1011,6;21,2;27,5;22,9;20,8;91,3;69;6,7;1,3
31/08/2023;0;1013,6;19;26,6;23;20;79;58;9,1;2,8
01/09/2023;0;1016,2;19,2;27,5;22,4;18,5;83,7;56;5,3;1,3
02/09/2023;3;1016,3;20,1;23,9;21,7;20,2;90,6;74;7,6;2,1
03/09/2023;0,8;1014,1;19,4;27,7;23;20,3;80,6;64;12,6;4,4
04/09/2023;0;1013,5;19,7;28;24;21,3;77,6;63;11,7;4,9
05/09/2023;0;1013,8;20;30;25,2;22,3;74,1;54;13,6;5,5
06/09/2023;8,2;1018;20,2;24,7;22;20,9;89,9;79;12;4,2
07/09/2023;0,4;1019;19,8;27,6;22,3;19,3;86,8;60;10;1,6
08/09/2023;0,2;1017,4;18,5;26,9;21,9;17,5;82,6;55;11,7;3,2
09/09/2023;0;1016,1;18,7;28,2;22,3;16,5;81,2;54;13,5;3,7
10/09/2023;0;1015,9;19,2;29;23,4;20,2;78,2;50;13;4,2
11/09/2023;0;1016,4;19,6;28,5;22,8;17,8;84,1;48;12,1;3,5
12/09/2023;0,2;1015,8;19,9;27,9;23,6;20,5;81,4;52;12,7;3,9
13/09/2023;0;1012,7;19,4;30;24,1;20,3;76;48;12,5;4,8
14/09/2023;0;1009,1;19,8;32,7;25,6;21,9;71,5;49;14;5,2
15/09/2023;3,2;1014,2;19,7;24,4;20,8;20;93,4;82;13,4;3,7
16/09/2023;0,2;1015,9;18,3;27,6;21,8;18,2;81,7;62;8,3;2,2
17/09/2023;0,2;1015;20,5;28,5;23,8;19,8;83,6;63;13,5;4
18/09/2023;0;1014,8;19,7;27,9;23,5;20,8;80,7;59;14,2;4
19/09/2023;0;1013,3;19,1;29,6;23,9;19,7;75,5;48;13,7;4,5
20/09/2023;0;1013,9;19,9;28,3;24,2;20,3;77,6;60;15,2;4,4
21/09/2023;0;1014,4;19,6;27,7;23,5;19,1;79,9;57;12,3;3,6
22/09/2023;0;1011,9;18,9;29,9;23,4;17,6;77,3;47;14,3;4,7
23/09/2023;0;1009,3;19,7;31,4;25,2;21,8;73;48;11,1;4,9
24/09/2023;0;1007,4;20,9;33,9;26,6;22,4;72,2;45;10,9;4,4
25/09/2023;0;1006,5;21,8;31,7;25,8;22,6;79,5;55;11,4;3,2
26/09/2023;0;1007,6;21,4;29,6;24,1;20,5;86;62;9,4;2,4
27/09/2023;0;1003,2;22,1;34;27,3;23,7;74,6;50;12,3;4,3
28/09/2023;0;1008,5;20,4;27;23,7;23,6;81,8;69;12,8;3,8
29/09/2023;0;1015,8;16,7;25,4;21,7;20,7;73,8;56;13,3;3,5
30/09/2023;0;1015,1;18,9;23,4;20,7;19,1;89,9;69;5,7;1,9
01/10/2023;0,2;null;null;26,5;null;20;null;null;7,5;null
02/10/2023;0,2;null;null;33,3;null;19,8;null;null;8,8;null
03/10/2023;0,2;null;null;27,7;null;21,8;null;null;9,1;null
04/10/2023;0;null;null;31,3;null;21,4;null;null;12,1;null
05/10/2023;0;null;null;31,3;null;24,1;null;null;11,6;null
06/10/2023;0;null;null;32,7;null;24,9;null;null;12,7;null
07/10/2023;0;null;null;33,6;null;23,2;null;null;16,4;null
08/10/2023;0;null;null;31;null;23,5;null;null;13;null
09/10/2023;0;null;null;32,2;null;23,8;null;null;13,3;null
10/10/2023;0,6;null;null;26,8;null;22,6;null;null;10;null
11/10/2023;0,2;null;null;26,6;null;21,8;null;null;7;null
12/10/2023;0,6;null;null;32,9;null;20,7;null;null;14,3;null
13/10/2023;0;null;null;33,6;null;21,3;null;null;13,6;null
14/10/2023;0;null;null;25,9;null;22,8;null;null;10,5;null
15/10/2023;4,6;null;null;24,5;null;21,2;null;null;6,4;null
16/10/2023;10,6;null;null;29,7;null;22,1;null;null;10,8;null
17/10/2023;0,2;null;null;31,3;null;21,7;null;null;10,7;null
18/10/2023;2,4;null;null;30,5;null;22,5;null;null;11,7;null
19/10/2023;0,2;null;null;26,5;null;21,9;null;null;12,2;null
20/10/2023;0;null;null;23,6;null;21,2;null;null;6;null
21/10/2023;0;null;null;23,1;null;19,8;null;null;4,2;null
22/10/2023;0,8;null;null;25,4;null;19,8;null;null;5,3;null
23/10/2023;0,2;null;null;28;null;19,5;null;null;11,3;null
24/10/2023;0;null;null;32,5;null;21,5;null;null;15,1;null
25/10/2023;0;null;null;31,2;null;23,5;null;null;13,5;null
26/10/2023;14,6;null;null;29,1;null;21,2;null;null;9,4;null
27/10/2023;8,2;null;null;30,2;null;23,1;null;null;10,1;null
28/10/2023;0,2;null;null;31,7;null;23,3;null;null;12,5;null
29/10/2023;0;null;null;32,8;null;24,9;null;null;14,7;null
30/10/2023;0;1006,4;20;34;26,8;23,6;67;43;11,6;5
31/10/2023;0;1004,9;20,5;32,8;26,9;24;68,3;50;9;3,4
01/11/2023;0,6;null;null;32,3;null;23;null;null;6,4;null
02/11/2023;0;null;null;29,4;null;22,7;null;null;9;null
03/11/2023;0;null;null;34;null;21,1;null;null;12,1;null
04/11/2023;0;null;null;34,7;null;25;null;null;10,5;null
05/11/2023;6,8;null;null;27;null;20,6;null;null;11,9;null
06/11/2023;0;null;null;27,3;null;20,5;null;null;11,3;null
07/11/2023;0;null;null;27;null;17,2;null;null;10,1;null
08/11/2023;0;null;null;29,3;null;17,1;null;null;8,5;null
09/11/2023;0;null;null;31,6;null;17,2;null;null;14,2;null
10/11/2023;0;null;null;35,1;null;19,5;null;null;9,6;null
11/11/2023;0;null;null;32,5;null;19,3;null;null;13,4;null
12/11/2023;0;null;null;36;null;23,2;null;null;10,5;null
13/11/2023;0;null;null;35,4;null;23,3;null;null;12,2;null
14/11/2023;0;null;null;37;null;24;null;null;13,8;null
15/11/2023;0;null;null;32,8;null;24,1;null;null;14,7;null
16/11/2023;0;null;null;34,1;null;23,7;null;null;13,5;null
17/11/2023;0;null;null;35,2;null;24;null;null;12,3;null
18/11/2023;0;null;null;35,3;null;24,3;null;null;13;null
19/11/2023;0;null;null;34,2;null;24,5;null;null;15,8;null
20/11/2023;0;null;null;30,9;null;23,3;null;null;10;null
21/11/2023;17,6;null;null;31,8;null;23,2;null;null;10,5;null
22/11/2023;0;null;null;33,3;null;22,7;null;null;14,8;null
23/11/2023;0;null;null;34;null;21,9;null;null;12,4;null
24/11/2023;0;null;null;30,5;null;22,6;null;null;11,7;null
25/11/2023;0;null;null;27,3;null;22,1;null;null;12,5;null
26/11/2023;0;null;null;29,9;null;20;null;null;7,3;null
27/11/2023;2;null;null;30,6;null;20,9;null;null;7,6;null
28/11/2023;0,8;null;null;32,3;null;22;null;null;10,2;null
29/11/2023;0;1008,8;20,8;32,9;26,9;23,6;70,6;45;11,4;4
30/11/2023;0;1007,5;20,2;34,9;27,4;24,7;65,7;40;14;5,5
01/12/2023;0;null;null;36,2;null;24,4;null;null;14,4;null
02/12/2023;14,8;null;null;31,8;null;21,5;null;null;12,6;null
03/12/2023;0,2;null;null;33,9;null;23,9;null;null;15,3;null
04/12/2023;0;null;null;34,4;null;24,4;null;null;13,1;null
05/12/2023;0;null;null;33,2;null;23,9;null;null;14;null
06/12/2023;0;null;null;32,2;null;22,3;null;null;13,5;null
07/12/2023;0;null;null;34,8;null;22,9;null;null;15,1;null
08/12/2023;0;null;null;35,5;null;23,9;null;null;12,4;null
09/12/2023;0;null;null;31;null;23;null;null;9,2;null
10/12/2023;14,8;null;null;29,1;null;21;null;null;8,5;null
11/12/2023;0;null;null;30,9;null;21,8;null;null;10,9;null
12/12/2023;0;null;null;30,2;null;23,9;null;null;12,2;null
13/12/2023;0,4;null;null;29,7;null;22,9;null;null;7,5;null
14/12/2023;0,2;null;null;32,2;null;21,3;null;null;13,2;null
15/12/2023;0;null;null;32,5;null;21,3;null;null;11,9;null
16/12/2023;0;null;null;32,4;null;22,5;null;null;10,1;null
17/12/2023;0;null;null;32,8;null;21,4;null;null;9,1;null
18/12/2023;0;null;null;33,2;null;21,6;null;null;11,5;null
19/12/2023;2,4;null;null;33,1;null;21,4;null;null;10,6;null
20/12/2023;5,4;null;null;31,6;null;19,9;null;null;9,6;null
21/12/2023;0,2;null;null;34;null;20,9;null;null;11,9;null
22/12/2023;9;null;null;33,3;null;22,7;null;null;11,1;null
23/12/2023;5,2;null;null;32,2;null;22,8;null;null;11,5;null
24/12/2023;0,6;null;null;30,8;null;23,9;null;null;10,4;null
25/12/2023;0;null;null;34,3;null;25,2;null;null;10,1;null
26/12/2023;0;null;null;34,7;null;24,1;null;null;13,2;null
27/12/2023;37,2;null;null;26,1;null;21,7;null;null;11,8;null
28/12/2023;1,6;null;null;29,5;null;18,6;null;null;7,6;null
29/12/2023;0,2;1007,9;22,2;33,5;27,5;23,6;74,2;48;9,3;3
30/12/2023;0;null;null;34,5;null;24,3;null;null;10,8;null
31/12/2023;0;1009,9;20,9;27,1;24,7;24,4;79,3;68;12,2;4,6
